0	28	11	3	3	0	0	15
29	0	0	0	0	0	0	1
14	2	0	18	3	0	6	0
15	0	6	0	0	0	0	2
1	0	2	0	0	32	10	0
0	0	2	0	34	0	0	0
1	0	6	0	5	4	0	0
0	0	16	2	0	0	0	0
